Категория;URL категории;Товар;Вариант;Описание;Цена;URL;Изображение;Артикул;Количество;Активность;Заголовок [SEO];Ключевые слова [SEO];Описание [SEO];Старая цена;Рекомендуемый;Новый;Сортировка;Вес;Связанные артикулы;Смежные категории;Ссылка на товар;Валюта;Свойства;id
Межкомнатные двери/Verto/Идея;mezhkomnatnye-dveri-vinnica/verto/ideya;Дверне полотно Идея 4.4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL», «UNI-MAT» или «RESIST».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya 4.4;Идея-44-350x350.png[:param:][alt=Дверне полотно Идея 4.4][title=Дверне полотно Идея 4.4];;-1;1;Межкомнатные двери Verto Идея Дверне полотно Идея 4.4;Межкомнатные двери Verto Идея модель Идея 4.4 купить, Межкомнатные, двери, Verto, Идея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея модель Идея 4.4;;0;0;3886;15;;;;UAH;;3845
Межкомнатные двери/Verto/Идея;mezhkomnatnye-dveri-vinnica/verto/ideya;Дверне полотно Идея 6.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL», «UNI-MAT» или «RESIST».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезерован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya 6.0;Идея-60-1-350x350.png[:param:][alt=Дверне полотно Идея 6.0][title=Дверне полотно Идея 6.0];;-1;1;Межкомнатные двери Verto Идея Дверне полотно Идея 6.0;Межкомнатные двери Verto Идея модель Идея 6.0 купить, Межкомнатные, двери, Verto, Идея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея модель Идея 6.0;;0;0;3887;15;;;;UAH;;3845
Межкомнатные двери/Verto/Идея;mezhkomnatnye-dveri-vinnica/verto/ideya;Дверне полотно Идея 6.6;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL», «UNI-MAT» или «RESIST».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya 6.6;Идея-61-350x350.png[:param:][alt=Дверне полотно Идея 6.6][title=Дверне полотно Идея 6.6];;-1;1;Межкомнатные двери Verto Идея Дверне полотно Идея 6.6;Межкомнатные двери Verto Идея модель Идея 6.6 купить, Межкомнатные, двери, Verto, Идея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея модель Идея 6.6;;0;0;3888;15;;;;UAH;;3845
Межкомнатные двери/Verto/Идея;mezhkomnatnye-dveri-vinnica/verto/ideya;Дверне полотно Идея 7.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL», «UNI-MAT» или «RESIST».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya 7.0;Идея-70-1-350x350.png[:param:][alt=Дверне полотно Идея 7.0][title=Дверне полотно Идея 7.0];;-1;1;Межкомнатные двери Verto Идея Дверне полотно Идея 7.0;Межкомнатные двери Verto Идея модель Идея 7.0 купить, Межкомнатные, двери, Verto, Идея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея модель Идея 7.0;;0;0;3889;15;;;;UAH;;3845
Межкомнатные двери/Verto/Идея;mezhkomnatnye-dveri-vinnica/verto/ideya;Дверне полотно Идея 7.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «SIMPLEX», «Verto-CELL», «UNI-MAT» или «RESIST».</li>  <li>Рамка по периметру остекления (МДФ) оклеена под цвет полотна.</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya 7.1;Идея-71-1-350x350.png[:param:][alt=Дверне полотно Идея 7.1][title=Дверне полотно Идея 7.1];;-1;1;Межкомнатные двери Verto Идея Дверне полотно Идея 7.1;Межкомнатные двери Verto Идея модель Идея 7.1 купить, Межкомнатные, двери, Verto, Идея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея модель Идея 7.1;;0;0;3890;15;;;;UAH;;3845
Межкомнатные двери/Verto/Идея-Loft;mezhkomnatnye-dveri-vinnica/verto/ideya-loft;Дверне полотно Идея-Loft;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «LOFT»</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno ideya-loft;идея-лофт-350x350.png[:param:][alt=Дверне полотно Идея-Loft][title=Дверне полотно Идея-Loft];;-1;1;Межкомнатные двери Verto Идея-Loft Дверне полотно Идея-Loft;Межкомнатные двери Verto Идея-Loft модель Идея-Loft купить, Межкомнатные, двери, Verto, Идея-Loft, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Идея-Loft модель Идея-Loft;;0;0;3891;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 2A.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 2a.0;Лада-А-2А0-350x350.png[:param:][alt=Дверне полотно Lada группа A 2A.0][title=Дверне полотно Lada группа A 2A.0];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 2A.0;Межкомнатные двери Verto Lada группа A модель Lada группа A 2A.0 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 2A.0;;0;0;3892;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 2A.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,«RESIST», «UNI-MAT», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 2a.1;Лада-А-2А1-350x350.png[:param:][alt=Дверне полотно Lada группа A 2A.1][title=Дверне полотно Lada группа A 2A.1];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 2A.1;Межкомнатные двери Verto Lada группа A модель Lada группа A 2A.1 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 2A.1;;0;0;3893;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 3A.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,«RESIST», «UNI-MAT», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 3a.0;Лада-А-3А0-350x350.png[:param:][alt=Дверне полотно Lada группа A 3A.0][title=Дверне полотно Lada группа A 3A.0];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 3A.0;Межкомнатные двери Verto Lada группа A модель Lada группа A 3A.0 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 3A.0;;0;0;3894;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 3А.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «UNI-MAT», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 3a.1;Лада-А-3А1-350x350.png[:param:][alt=Дверне полотно Lada группа A 3А.1][title=Дверне полотно Lada группа A 3А.1];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 3А.1;Межкомнатные двери Verto Lada группа A модель Lada группа A 3А.1 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 3А.1;;0;0;3895;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 3A.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «UNI-MAT», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 3a.2;Лада-А-3А2-350x350.png[:param:][alt=Дверне полотно Lada группа A 3A.2][title=Дверне полотно Lada группа A 3A.2];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 3A.2;Межкомнатные двери Verto Lada группа A модель Lada группа A 3A.2 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 3A.2;;0;0;3896;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.0;Лада-А-80-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.0][title=Дверне полотно Lada группа A 8.0];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.0;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.0 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.0;;0;0;3897;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.1;Лада-А-81-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.1][title=Дверне полотно Lada группа A 8.1];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.1;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.1 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.1;;0;0;3898;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.2;Лада-А-82-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.2][title=Дверне полотно Lada группа A 8.2];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.2;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.2 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.2;;0;0;3899;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.3;Лада-А-83-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.3][title=Дверне полотно Lada группа A 8.3];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.3;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.3 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.3;;0;0;3900;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.4;Лада-А-84-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.4][title=Дверне полотно Lada группа A 8.4];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.4;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.4 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.4;;0;0;3901;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа A;mezhkomnatnye-dveri-vinnica/verto/lada gruppa a;Дверне полотно Lada группа A 8.5;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКО ШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa a 8.5;Лада-А-85-350x350.png[:param:][alt=Дверне полотно Lada группа A 8.5][title=Дверне полотно Lada группа A 8.5];;-1;1;Межкомнатные двери Verto Lada группа A Дверне полотно Lada группа A 8.5;Межкомнатные двери Verto Lada группа A модель Lada группа A 8.5 купить, Межкомнатные, двери, Verto, Lada группа A, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа A модель Lada группа A 8.5;;0;0;3902;15;;;;UAH;;3845
Межкомнатные двери/Verto/Lada группа B;mezhkomnatnye-dveri-vinnica/verto/lada gruppa b;Дверне полотно Lada группа B 1.0;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lada gruppa b 1.0;Лада-В-10-350x350.png[:param:][alt=Дверне полотно Lada группа B 1.0][title=Дверне полотно Lada группа B 1.0];;-1;1;Межкомнатные двери Verto Lada группа B Дверне полотно Lada группа B 1.0;Межкомнатные двери Verto Lada группа B модель Lada группа B 1.0 купить, Межкомнатные, двери, Verto, Lada группа B, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Lada группа B модель Lada группа B 1.0;;0;0;3903;15;;;;UAH;;3845
